Framework,Benchmark,Data Generator,Iteration,ExecutionTime
DenseStats,matmul,matmul_dense_small,1,5.691428374993848
DenseStats,matmul,matmul_dense_small,2,5.45539254200412
DenseStats,matmul,matmul_dense_small,3,5.545319583005039
DenseStats,matmul,matmul_dense_small,4,6.476484833008726
DenseStats,matmul,matmul_dense_small,5,6.0593203749886015
