Framework,Benchmark,Data Generator,Iteration,ExecutionTime
DenseStats,matmul,matmul_sparse_small,1,6.168744334005169
DenseStats,matmul,matmul_sparse_small,2,5.593446500002756
DenseStats,matmul,matmul_sparse_small,3,6.518419542000629
DenseStats,matmul,matmul_sparse_small,4,6.296982624990051
DenseStats,matmul,matmul_sparse_small,5,6.129998500007787
