Framework,Benchmark,Data Generator,Iteration,ExecutionTime
DatabaseStats,matmul,matmul_dense_small,1,7.066015165997669
DatabaseStats,matmul,matmul_dense_small,2,6.926716374990065
DatabaseStats,matmul,matmul_dense_small,3,6.1555247500073165
DatabaseStats,matmul,matmul_dense_small,4,6.651202583001577
DatabaseStats,matmul,matmul_dense_small,5,6.9234840420103865
